CustLocation,total_customers,avg_balance,total_transaction_volume
GHATKOPAR,4,77519.615,0
"GHATKOPAR (E)  MUMBAI",6,4433.38,0
"GHATKOPAR (W) MUMBAI",34,12863.539411764703,0
"GHATKOPAR E MUMBAI",13,40149.25307692307,0
"GHATKOPAR EAST MUMBAI",3,210.24,0
"GHATKOPAR EAST RAJAWADI MUMBAI",3,17223.68,0
"GHATKOPAR MUMBAI",4,9269.71,0
"GHATKOPAR W",1,10180.15,0
"GHATKOPAR W MUMBAI",36,15431.826666666668,0
"GHATKOPAR WEST",18,266716.4999999999,0
"GHATKOPAR WEST MUMBAI",20,21775.818999999996,0
"GHATKOPAR(W) MUMBAI",1,11680.29,0
GHAZAIBAD,12,134103.10083333336,0
GHAZIABAD,15769,103605.54095455105,0
"GHAZIABAD (NCR)",2,6.11,0
"GHAZIABAD DIST",7,11250.710000000001,0
"GHAZIABAD DISTT GHAZIABAD",12,54959.410000000025,0
"GHAZIABAD GHAZIABAD",5,6493.142,0
"GHAZIABAD GHAZIBAD",2,20619.26,0
GHAZIAHBAD,2,57191.17,0
GHAZIPUR,253,26834.422204724393,0
GHAZIZABAD,2,102704.11,0
GHAZIZBAD,7,256905.08857142855,0
GHIKARA,1,36439.3,0
"GHINGHARTOLA TEH BAGESHWAR DIST",2,4044.37,0
"GHODAPDEV MUMBAI",1,22976.82,0
"GHODBUNDER RD THANE WEST THANE",3,20410.889999999996,0
"GHODBUNDER ROAD OWALE THANE",1,8415.05,0
"GHODBUNDER ROAD THANE",5,292.4,0
"GHODBUNDER ROAD THANE (W) THANE",7,20198.77,0
"GHODBUNDER ROAD THANE W THANE",2,5079.6,0
"GHODBUNDER ROAD THANE WEST THANE",3,3110.6,0
GHUMARWIN,15,664.2600000000001,0
"GIDC SACHIN SURAT",1,32155.51,0
"GIDDALUR PRAKASAM DISTIC",4,286.27,0
GIDDERBAHA,6,293.65000000000003,0
"GIRGAON MUMBAI",30,13692.215333333334,0
GIRIDIH,40,4230.926000000001,0
"GITANJALI CHS LTD MUMBAI",3,6155.61,0
GIURGAON,17,340364.79,0
GLASGOW,7,9237.06,0
"GLEN HUNTLY",4,130582.88249999999,0
GLENGOWRIE,2,131156.48,0
GOA,91,39598.70065934069,0
"GOA VELHA",8,48615.46000000001,0
"GOAL MAIDAN ULHASNAGAR",1,5750,0
GOBARDANGA,1,5377.69,0
GOBI,9,3518.2355555555555,0
"GOBI TK",3,355.5,0
GOBICHETTIPALAYAM,9,6718.36,0
GOBINDAPUR,9,50327.44,0
GOBINDGARH,3,2128.33,0
GODAVARI,17,194273.43999999997,0
"GODAVARI WEST",2,106328.36,0
GODAVARIKHANI,12,15718.095000000007,0
"GODAWARI RAJAHMUNDRY",2,248.41,0
GODDA,32,25801.051875,0
GODHRA,20,78327.4405,0
"GODHRA (GUJARAT)",17,18095.394117647058,0
"GODOWN TRICHY DIST",6,499.98,0
GOHANA,251,32726.384621514037,0
GOHARGANJ,9,8057.910000000002,0
GOHNA,2,42975.39,0
GOJHARIYA,32,27622.189999999977,0
GOKAK,4,7885.35,0
GOKARN,1,215.15,0
"GOKUL NAGAR MUMBAI",4,12231.43,0
GOKULPUR,2,173584.42,0
GOLAGHAT,49,6091.887142857144,0
"GOLD 1 AND 2 MUMBAI",2,1540.57,0
"GOLDEN AC TEMPLE MUMBAI",2,14092.99,0
"GOLDSMITH SCHOOL SOUTH 24 PARGANAS",31,234.27999999999994,0
"GOLF VILLAGE CHENNAI",15,11147.700000000003,0
GOLLAPELLY,5,30680.620000000003,0
"GOLMURI JAMSHEDPUR",13,4364.400000000001,0
GOMATI,1,2198.74,0
GOMEWADI,1,66512.24,0
GONDA,216,14015.15527777779,0
GONDIA,44,2334.889318181816,0
GONDIYA,30,6561.8480000000045,0
"GONTUVANI PALEM",1,6813.12,0
"GOPALAN LEGACY MALL BANGALORE",2,178775.12,0
GOPALGANJ,227,44097.73444933918,0
GOPALPUR,1,3962.92,0
GOPALPURA,1,10289.96,0
"GOPALPURI TALUKA -ANJAR GANDHIDHAM",1,5401.41,0
"GOPALPURI TALUKA ANJAR GANDHIDHAM",26,2920.483461538461,0
"GOPALPURI TALUKA-ANJAR GANDHIDHAM",17,24718.32823529412,0
"GORAKH PUR",1,86013.51,0
GORAKHPUR,1080,60016.50662349673,0
GORAKPUR,2,38061.93,0
GORAMATI,5,3967.1,0
GORAUL,1,7000.15,0
GORAYA,113,76428.62504424783,0
GOREGAO,3,127794.92,0
"GOREGAON (E) MUMBAI",204,60926.03653658543,0
"GOREGAON (EAST) MUMBAI",23,10595.462608695658,0
"GOREGAON (W) MUMBAI",150,48108.46066666663,0
"GOREGAON E AREY MILK COLONY MUMBAI",3,1.9400000000000002,0
"GOREGAON E MUMBAI",18,41086.533333333326,0
"GOREGAON EAST",4,344524.2,0
"GOREGAON EAST MUMBAI",31,12929.775161290323,0
"GOREGAON EAST MUMBAI MUMBAI",15,19088.577333333335,0
"GOREGAON W MUMBAI",16,3218.287500000001,0
"GOREGAON WEST MUMBAI",5,216632.24599999998,0
"GOREGAON WEST-MUMBAI",2,107161.73,0
"GOREGAON(W) MUMBAI",18,6989.731111111112,0
"GOREGOAN (EAST) MUMBAI",29,6558.235172413796,0
GORGAON,3,313.29,0
"GORWA ROAD VADODARA",2,146706.58,0
"GORWAROAD VADODARA",7,156005.24,0
GOSSAIPUR,1,45103.16,0
"GOTAM NAGAR",17,5150.710000000001,0
"GOTRI BARODA",2,108192.06,0
"GOTRI ROAD BARODA",3,7470.8,0
"GOTTIGERE RD GOTTIGERE BANGALORE",25,52169.36000000001,0
"GOVANDI EKBAL AZMI HOTEL MUMBAI",11,13385.509999999998,0
"GOVANDI MUMBAI",14,8864.440714285714,0
"GOVERDHAN CHOWK RAJKOT",3,1502.72,0
"GOVERNMENT TIN SCHOOL BANGALORE",6,70290.42,0
"GOVERNORATE MANAMA",6,1206360.28,0
"GOVT HIGH SCHOOL HYDERABAD",2,697.55,0
"GOVT HOSPITAL HYDERABAD",2,6664.19,0
"GOVT SCHOOL BANGALORE",12,21943.480000000007,0
"GOVT SCHOOL BENGALURU",16,5075.03,0
"GOVT SCHOOL BHILAKHEDI",4,5125.09,0
"GOVT SCHOOL SHIMLA",3,17744.94,0
"GOWDOWN NEW DELHI",6,142434.54,0
GOZARIYA,2,232029.65,0
"GR MOHALI MOHALI",8,42795.69,0
"GR NOIDA",58,83638.51896551723,0
"GR. NOIDA",5,5079.09,0
"GRAETER NOIDA",3,110690.44,0
"GRAM PANCHAYTH HYDERABAD",17,NULL,0
"GRAMMER HIGH SCHOOL HYDERABAD",2,39830.36,0
"GRAMPANCHAYAT PUNE",5,16955.81,0
"GRANT RD EAST MUMBAI",7,64888.62,0
"GREATAR NOIDA",14,156641.60000000003,0
"GREATER FARIDABAD",7,14219.252857142857,0
"GREATER KAILASH I",1,21287.67,0
"GREATER MOHALI",6,68213.3,0
"GREATER MUMBAI",32,31973.562812499982,0
"GREATER MUMBAI MCOPRP MUMBAI",2,1000,0
"GREATER NOIDA",3254,173750.90989573786,0
"GREATER NOIDA (WEST)",20,50010.315,0
"GREATER NOIDA WEST",17,3772.98294117647,0
"GREATER NOIDA(W)",8,25241.47,0
"GREATOR NOIDA",1,15675.63,0
"GREATOR NOIDA WEST",1,44849.6,0
"GREATR MUMBAI (M CORP) MUMBAI",5,105821.15,0
"GREEN APARTMENT NEAR BANGALORE",5,94414.09,0
"GROSSERY SHOP MEDINIPUR",1,39301.37,0
"GROUND FLR ALLIPURAM VISAKHAPATNAM",1,633.65,0
"GROUND KOLKATA",3,9.96,0
"GROUND MUMBAI",1,389173.4,0
"GROUND NIT FARIDABAD",4,107829.17,0
"GROUNDS PUNE",7,6963.39,0
"GRTR MUM CORP TALUKA MUMBAI",1,2025.01,0
"GRTR MUMBAI MUMBAI",9,44539.49,0
GUDALUR,8,11687.21875,0
GUDGAON,1,4539.89,0
GUDIVADA,1,580.39,0
GUDIWADA,4,18767.49,0
GUDIYATTAM,3,9115.699999999999,0
"GUDUVANCHERRY KANCHEEPURAM",2,200621.86,0
GUGAON,2,53526.65,0
GUHAGAR,1,14.05,0
GUHLA,18,344974.91388888884,0
GUILDERLAND,5,12759.75,0
"GUIRIM BARDEZ",9,9885.6,0
GUJARAT,8,102423.315,0
"GUJARAT BOTLLING CROSS RD AHMEDABAD",5,21903.69,0
"GUJARAT PALANPUR",1,7055.5,0
"GUJARAT UDWADA",1,35246.44,0
"GUJRAT VADODARA",1,20554.96,0
GULBARGA,166,14342.78493975904,0
"GULMANDI ROAD AURANGABAD",2,62291.07,0
"GULTEKDI PUNE",4,141829.6,0
GUMLA,10,4564.168000000001,0
GUMMIDIPOONDI,29,20622.708275862078,0
GUNA,41,119366.0663414634,0
GUNDIYAL,4,1217.24,0
"GUNJAN GIDC VAPI",2,4814.39,0
"GUNJAN GIDC VAPI VAPI",3,11117.22,0
GUNJUR,8,39727.79,0
GUNTUR,2855,75103.45040308469,0
"GUNTUR DIST",32,3347.7365624999998,0
"GUNTUR DISTRICT",8,6826.9025,0
"GUNTUR MANGALAGIRI",6,2387.84,0
"GUPTA PATHOLOGY ALLAHABAD",1,0,0
GURAGAON,27,156620.18222222224,0
GURAGON,1,346658.06,0
GURAON,22,104146.69999999997,0
"GURDAS PUR",1,70960.59,0
GURDASPUR,579,65286.78162348895,0
"GURDASPUR GURDASPUR",2,18685.24,0
GURGAON,72856,177214.66158435907,0
"GURGAON BUNDAHERA GURGAON",7,4942.62,0
"GURGAON DISTT GURGAON GURGAON",4,2475.65,0
"GURGAON GURGAON",18,62487.068888888876,0
"GURGAON RD DUNDHERA GURGAON",15,683314.53,0
"GURGAON ROAD DUNBAHERA GURGAON",3,19916.18,0
"GURGAON ROAD GURGAON",27,210668.80814814824,0
"GURGAON WEST",9,144752.23,0
"GURGAON-1 TEH GURGAON GURGAON",2,30000.35,0
GURGAOPN,2,573252.46,0
GURGGAON,1,2058.82,0
GURGOAN,114,76725.6347368422,0
"GURU NANAK DEV JI AMRITSAR",8,4019.6500000000005,0
"GURU VILL BUNGALOWS ANAND",2,58007.4,0
"GURU VILLA BUNGLOWS ANAND",20,25132.4435,0
"GURUJI SCHOOL KALEWADI PUNE PUNE",4,1470.56,0
"GURUJI SCHOOL MUMBAI",5,32580.26,0
"GURUKRUPA HOTEL MUMBAI",5,1860240.8700000003,0
"GURUKUL KUMAR SCHOOL KASA NGR SURAT",2,33346.32,0
"GURUKUL-DRIVE IN ROAD AHMEDABAD",5,47399.41,0
"GURUNANAK DHARMASHALA INDORE",4,596783.03,0
GURUVAYOOR,3,147.38,0
"GUTEKADI PUNE",13,78686.20999999999,0
GUTHANISIWAN,1,7503.72,0
GUWAHATI,2864,149005.73843815504,0
"GUWAHATI KAMRUP",1,216841.82,0
GWALIOR,948,173495.6754699049,0
"GWALIOR RESIDENCY",1,19312.6,0
GZB,17,172390.99882352937,0
GZBD,2,26526.02,0
"H A L II STAGE BANGALORE",2,84.76,0
"H O CHENNAI",2,20263.94,0
"H S S ALUVA ERNAKULAM",11,550.3099999999998,0
HAARLEM,2,120.19,0
"HABRA (WB)",11,1098.4263636363637,0
"HADAPASAR MOHAMADWADI PUNE",2,9290.69,0
"HADAPSAR POST OFFICE PUNE",2,26787.29,0
"HADAPSAR PUNE",95,22829.56221052633,0
"HADAPSAR PUNE CITY PUNE",5,2995.6,0
"HADPSAR I C PUNE",22,24495.40000000001,0
HAILAKANDI,16,4083.1237500000007,0
"HAILY HANDI",1,5544.5,0
"HAILY MANDI",1,386157.96,0
"HAJAPSAR PUNE",5,13238.670000000002,0
"HAJARIBAG HAJARIBAG",4,4115.99,0
"HAJI ALI WORLI MUMBAI",152,33606.43526315787,0
HAJIPUR,47,31114.595957446807,0
HAJO,1,3440.97,0
"HAL 2ND STAGE INDIRANAGAR BANGALORE",1,96429.76,0
HALDIA,8,7973.535000000001,0
HALDWANI,45,55738.47636363641,0
HALISAHAR,22,9098.229545454551,0
HALIYAL,7,501608.83,0
"HALL GHAZIABAD",1,9064.27,0
"HALL HYDERABAD",28,81454.50107142857,0
"HALL NEAR HYDERABAD",6,22369.03,0
"HALL OPP JEHANGIR HOSPITAL PUNE",3,45.53,0
"HALL S V ROAD MUMBAI",4,85822.89,0
"HALL TIRUPATI",5,4358.13,0
"HALL WHITEFIELD BANGALORE",8,1285360.13,0
"HALL YAPRAL JAWAHANGR KV RANGAREDDY",8,22.06,0
"HALLI BANGALORE",2,20147.76,0
HALOL,237,137967.8291561181,0
HAMBURG,10,364.84999999999997,0
"HAMIDIYA ROAD BHOPAL",8,549670.75,0
HAMIRPUR,625,17682.903578274778,0
HAMPSHIRE,1,586310.69,0
"HAMPTON PARK",3,1822254.1499999997,0
HANAMANTKHEDSIM,1,30.29,0
HANAMKONDA,12,37433.58583333334,0
"HANAMKONDA,WARANGAL",1,24102.28,0
"HANDLOOM AHMEDABAD",4,20422.27,0
HANSI,5,24639.106,0
"HANUMAN JUNCTION",1,99.06,0
"HANUMAN MANDIR BHIWANDI",1,76022.14,0
"HANUMAN TEMPLE HYDERABAD",1,23434.55,0
"HANUMAN TEMPLE JAJPUR",1,6.2,0
"HANUMAN TEMPLE RD HYDERABAD",1,12623.62,0
"HANUMAN TEMPLE RR DIST RANGAREDDY",6,1605.2700000000002,0
HANUMANGARH,131,10989.4890076336,0
HAORA,109,27915.36951923078,0
HAPUR,222,16473.922657657662,0
HARAIRAMPUR,2,46.95,0
HARAPANALLI,2,11461.36,0
HARDA,34,18785.640882352927,0
HARDOI,41,14522.051463414631,0
HARDWAR,60,903913.0266666672,0
"HARI NAGAR BUS STAND DELHI",1,154323.93,0
"HARI PETHE JWELLS THANE",1,644.32,0
HARIDWAR,805,46498.44071871135,0
HARIJ,16,4.950000000000001,0
HARINGHATA,13,11294.772307692308,0
"HARIOM SOCIETY VIRAR W THANE",4,1449.33,0
HARIPAD,1,40087.43,0
"HARITAGE MART HYDERABAD",2,1525.54,0
"HARIVILLU APPTS KV RANGAREDDY",11,142.27,0
"HARIYAS DRIM PARK MIRA RD E THANE",1,33389.49,0
HAROHALLI,10,16492.94,0
HARSAN,2,672.42,0
HARSOLI,1,31587.41,0
HARYANA,2,29943.43,0
"HARYANA TOHANA",2,235.52,0
HASAN,1,3400.79,0
HASANPUR,1,499.26,0
HASIMARA,3,1333.92,0
HASSAN,176,21676.717329545434,0
HATFIELD,10,1313244.57,0
HATHIN,1,13870.92,0
HATHRAS,201,19324.89497512438,0
"HATHRAS M M NAGAR",3,18.17,0
"HATIARA PURBACHAL HOU SOC KOLKATA",1,86096.1,0
HATKANANGLE,1,52.38,0
"HAUZ KHAS",10,11231.36,0
"HAUZ RANI",1,11369.33,0
"HAVELI NR PRIDE ASHIYANA PUNE",3,76.9,0
"HAVELI PUNE",3,1286.21,0
"HAVELI PUNE PUNE",9,11957.380000000001,0
"HAVELI SOUTH OF MUTHA RIVER PUNE",10,11.379999999999999,0
HAVERI,20,8776.915263157896,0
HAWRAH,22,1128.9154545454542,0
"HAYATPUR RURKI",1,294.15,0
HAYES,4,190164.315,0
"HAZARI BAG",5,66436.02,0
HAZARIBAG,5,15269.462,0
HAZARIBAGH,122,32872.083360655764,0
"HDFC BANK BANGALORE",1,79678.05,0
"HDFC BANK KOLKATA",13,12320.040000000005,0
"HE NR POCHAMMA TEMPLE MEDAK",5,807.97,0
"HEADQUARTER NAVI MUMBAI",9,151842.67999999996,0
"HEADQUARTERS NAVI MUMBAI",2,18838.81,0
"HEALTH CLUB HOSHANGABAD",1,5247.55,0
"HEALTH CLUB OFFCE F C RD PUNE",4,9230.31,0
"HEALTHCARE BACK VISAKHAPATNAM",1,13.86,0
"HEBRI P KARKALA TQ UDUPI D",2,19601.29,0
HEIDENHEIM,3,220504.52,0
"HEIGHTS HYDERABAD",2,11268.26,0
HELSINKI,6,187057.01,0
HENDERSON,2,230565.35,0
"HERITAGE HYDERABAD",42,56850.79000000002,0
HERNDON,1,117114.36,0
"HERO HONDA SHOW ROOM HOSUR",2,18066.6,0
"HHI BHUBANESWAR",1,29041.41,0
"HI BANKURA DURGAPUR",9,1725.74,0
"HIGH ROAD NUNGAMBAKKAM CHENNAI",38,619874.4200000005,0
"HIGH SCHOOL AURANGABAD",1,31200.99,0
"HIGH SCHOOL BANGALORE",1,26112.04,0
"HIGH SCHOOL HESAG",2,7907.58,0
"HIGH SCHOOL HYDERABAD",11,556.1999999999999,0
"HIGH SCHOOL JOGESHWARI E SO MUMBAI",2,240,0
"HIGH SCHOOL KOLKATA",19,96234.82999999996,0
"HIGH SCHOOL MAYURBHANJ",9,1729.4400000000003,0
"HIGH SCHOOL MUMBAI",21,23857.54428571429,0
"HIGH SCHOOL NAVI MUMBAI",4,21096.06,0
"HIGH SCHOOL SURAT SURAT",2,789.42,0
"HIGH SCHOOL THANE",1,128.56,0
"HIGH STREET PHOENIX MUMBAI",1,127325.7,0
HIGHCOURTJABALPUR,1,39455.11,0
"HIGHWAY AHMEDABAD",1,6894.07,0
"HIGHWAY AKURDI PUNE",7,5975.840000000001,0
"HIGHWAY GOREGAON (EAST) MUMBAI",8,13845.040000000005,0
"HIGHWAY GOREGAON E MUMBAI",6,23356.38,0
"HIGHWAY GOREGOAN (EAST) MUMBAI",1,6661.68,0
"HIGHWAY KANDIVALI E MUMBAI",2,5684.91,0
"HIGHWAY KANDIVALI EAST MUMBAI",7,2576.97,0
"HIGHWAY MUMBAI",2,93446.485,0
"HIGHWAY NARHE PUNE",4,7447.85,0
"HIGHWAY SION E MUMBAI",32,24707.189687499995,0
"HIGHWAY THANE",20,49907.5,0
"HIGHWAY UNAVA UNJHA UNJHA",2,7039.625,0
"HIJNEWADI PUNE",4,4782.68,0
"HILL ANTOP HILL MUMBAI MUMBAI",4,1368.02,0
"HILL GOREGAON (W) MUMBAI",3,11206.200000000003,0
"HILL MUMBAI",6,6378.04,0
"HILL PARK COMP JOGESHWARI W MUMBAI",5,203462.03,0
"HILLS HYDERABAD",2,233202.88,0
"HILLS HYDERBAD",8,13304.820000000003,0
"HILLS MADHAPUR HYDERABAD",13,41602.16999999999,0
"HILLS THANE",6,60840.200000000004,0
"HILLSIDE VADDY SIOLIM SIOLIM",1,161.76,0
"HILLTOP NAGPUR",7,2.8300000000000005,0
"HIMACHAL PRADESH BILASPUR",1,29554.78,0
"HIMALAYA BOOKS HYDERABAD",4,75052.68,0
HIMATNAGAR,20,17491.6065,0
"HIND SCHOOL BANGALORE",1,5386.89,0
HINDAUN,15,227535.43999999997,0
HINDUPUR,6,7642.479999999999,0
"HINDUSTAN NAKA KANDIVALI (W) MUMBAI",9,39381.82,0
HINGANGHAT,1,251.67,0
"HINGANGHAT DIST WARDHA",4,2917.73,0
HINGOLI,43,2037.2972093023245,0
"HINJEWADI -PUNE",9,25938.230000000003,0
"HINJEWADI PHASE 3",1,85819.25,0
"HINJEWADI PUNE",47,80499.34702127663,0
"HIRA BAZAR SURAT",31,33863.709999999985,0
HIRANAGAR,2,20293.22,0
"HIRANANDANI GARDEN POWAI MUMBAI",24,27875.26166666667,0
HIRAPURA,1,139119.89,0
HIRPURA,8,7165.57,0
HISAR,370,30369.078652291064,0
HISSAR,239,38933.4676569038,0
"HITEX HYDERABAD",4,4161,0
"HOBBLI BANGALORE",26,10877.130000000003,0
"HOBLI BANGALORE",7,21303.27,0
"HOBLI HOSA ROAD BANGALORE",1,39136.47,0
"HOBLI NELAMANGALA BANGALORE",1,132519.76,0
HODEL,25,995009.0700000002,0
"HOFFMAN ESTATES",4,927727.8,0
HOFUF,2,1341116.25,0
HOHIARPUR,5,9868.52,0
HOJAI,6,6.6000000000000005,0
"HOME ALIGARH",2,132.12,0
"HOME MUMBAI",5,10526.25,0
HONGKONG,7,1957310.0814285714,0
HOOFDDORP,2,296375.5,0
HOOGHLY,969,42902.357204968896,0
HOOGLY,12,12308.505,0
HOSABETTU,13,27811.320000000003,0
"HOSAKEREHALLI BANGALORE",2,17164.05,0
"HOSAKEREHALLI POST BANGALORE",4,49104.14,0
HOSANAGARA,6,125.24,0
HOSHANGABAD,75,24516.19573333332,0
"HOSHANGABAD ITARSI",1,815017.84,0
"HOSHANGABAD PIPARIYA",1,2099.19,0
"HOSHANGABAD SEONI MALWA",18,1134.8738888888886,0
"HOSHIAR PUR",1,92283.89,0
HOSHIARPUR,712,45530.30751404497,0
"HOSHIARPUR PUNJAB HOSHIARPUR",4,177735.96,0
HOSHIYARPUR,16,8.460000000000004,0
HOSPET,1,13846.61,0
"HOSPITAL ANDHERI-EAST MUMBAI",4,84698.98,0
"HOSPITAL ASANSOL",1,88555.67,0
"HOSPITAL BANGALORE",114,31496.76201754388,0
"HOSPITAL BEHIND COIMBATORE",101,92597.62,0
"HOSPITAL ERNAKULAM",7,91.47000000000001,0
"HOSPITAL GHAZIABAD",3,11943.94,0
"HOSPITAL HYDERABAD",4,8430.2975,0
"HOSPITAL INDORE",12,492276.11000000004,0
"HOSPITAL KALANAGAR BANDRA E MUMBAI",11,369857.99636363634,0
"HOSPITAL KOLKATA",11,4259.084545454545,0
"HOSPITAL LANE AMEERPET HYDERABAD",2,38014.39,0
"HOSPITAL MIRA ROAD E",3,173062.54,0
"HOSPITAL MIRAROAD EAST THANE",10,470.16999999999996,0
"HOSPITAL MUMBAI",223,499603.96191964304,0
"HOSPITAL NEW DELHI",29,225902.85137931045,0
"HOSPITAL PAREL MUMBAI",30,6740.429999999996,0
"HOSPITAL POWAI MUMBAI",13,288719.32,0
"HOSPITAL PUNE",148,26087.13358108105,0
"HOSPITAL RAJKOT",10,3880985.1100000003,0
"HOSPITAL RANCHI",6,128446.11,0
"HOSPITAL RR DISTRICT",4,7622.71,0
"HOSPITAL SAFIDON",3,32080.69,0
"HOSPITAL SAMALKHA",5,61782.11,0
"HOSPITAL SURATHKAL IDDYA SURATHKAL",1,10464.83,0
"HOSPITAL THANE",15,19364.401333333335,0
"HOSPITAL THANE WEST",6,25525.743333333332,0
"HOSPITAL TRICHY",1,18.65,0
"HOSPITAL VIKHROLI E MUMBAI",42,353166.4399999999,0
"HOSPITAL VISAKHAPATNAM",1,6693.82,0
"HOSTEL GOVT COLONY MUMBAI",11,2321.8699999999994,0
"HOSTEL VENGALRAO NGR HYDERABAD",2,2822.03,0
HOSUR,1485,57524.043109017235,0
"HOSUR ROAD BANGALORE",1,65108.83,0
"HOSUR TALUK",1,4453.4,0
"HOSUR TALUK KRISHNAGIRI DIST HOSUR",5,4058.28,0
"HOTEL ASHWIN MUMBAI",1,111473.99,0
"HOTEL BACK SIDE CHENNAI",5,43248.6,0
"HOTEL BANER PUNE",11,12479.033636363636,0
"HOTEL BANGALORE",4,3466.26,0
"HOTEL BHIWANDI",6,148258.88499999998,0
"HOTEL CHEMBUR EAST MUMBAI",16,78159.79000000001,0
"HOTEL GREATER NODIA",3,2443.56,0
"HOTEL HYDERABAD",2,2836.43,0
"HOTEL MUMBAI",17,40252.95411764705,0
"HOTEL NAVI MUMBAI",20,26105.284999999993,0
"HOTEL NEW DELHI",1,1105.65,0
"HOTEL OPP LOTUS PETROL PUMP MUMBAI",4,149150.18,0
"HOTEL PUNE",1,35401.55,0
"HOTEL RAJMAHAL MUMBAI",2,256870,0
"HOTEL SHUBHAM PALACE NEW DELHI",1,21815.65,0
"HOTEL SIVASAGAR",10,19333.94,0
"HOTEL THANE",7,8394.82857142857,0
"HOUSE BACK SIDE NEW DELHI",3,7706.29,0
"HOUSE KALOOR ERNAKULAM",6,20.36,0
"HOUSE MUMBAI",22,19209.373636363634,0
"HOUSE NEW DELHI",2,19233.5,0
"HOUSING SOCIETY GUWAHATI",7,5912.53,0
HOUSTON,4,585547.3375,0
HOWRAH,2067,64397.90098598379,0
"HR SEC SCHOOL SALEM",2,5265.8,0
"HRODYLYA HOSPITAL JAMESHEDPUR",2,2293216.69,0
"HSG SOC LTD MUMBAI",19,187.30999999999997,0
"HSG SOC PUNE",29,271732.0241379308,0
HSP,20,151469.84100000007,0
HSP(HOSHIARPUR),1,57287.8,0
"HSR LAYOUT BANGALORE",3,37996.05333333333,0
"HSR LAYOUT BENGALURU",19,221248.33999999994,0
HUBBALLI,9,2299.0933333333332,0
HUBLI,521,44349.326057692306,0
"HUBLI DHARWAD",57,105487.72438596496,0
HUDA,6,21983.179999999997,0
HUGLI,32,22198.21687500001,0
HUGLY,2,32.78,0
HUJURNAGAR,12,23391.739999999994,0
HUKERI,17,14523.429999999995,0
HUKKERI,2,49045.67,0
"HUNG HOM",1,2678577.91,0
HUSHIARPUR,1,44736.94,0
"HUSKUR CIRCEL BANGALORE",1,39340.95,0
HUSSAFAH,1,165351.13,0
"HUTHUKUR ROAD NELLORE",1,52571.01,0
HUZUR,6,7357.510000000001,0
HYDERABAD,22929,130971.88672244565,0
"HYDERABAD 44",2,75894.94,0
"HYDERABAD AP",13,43263.53000000001,0
"HYDERABAD PATNAM",4,20595.56,0
"HYDERABAD R R DIST",2,35147.23,0
"HYDERABAD RANGAREDDI",18,34297.553888888884,0
"HYDERABAD RANGAREDDY",3,20443.15,0
HYDERABD,2,255615.19,0
HYDERBAD,1,48.6,0
"HYDERNAGAR KUKATPALLY HYDERABAD",2,280044.17,0
"HYDERSHAH KOTE RAJENDRA HYDERABAD",2,24485.74,0
HYDRARABAD,3,5131.34,0
HYEDERABAD,1,16.84,0
"I BARDDHAMAN",1,2512.79,0
"I E BHILAI DURG",1,475.9,0
"IAF AVADI CHENNAI",4,15633.66,0
ICHALAKARANJI,1,155.98,0
ICHALKARANJI,6,14793.928333333335,0
ICHAPUR,4,11221.19,0
"ICICI BANK KOLKATA",12,70989.81000000001,0
"ICICI BANK MUMBAI",1,19444.65,0
IDAR,6,3013.155,0
IDUKKI,218,20336.316834862388,0
"IDUKKI DIST",2,2666.63,0
"IE PALGHAR",1,668.5,0
"IFC MUMBAI",5,35484.61,0
"IGATAPURI DIST NASHIK NASHIK",5,6751.82,0
"IGST OPP MERCEDES BENZ SCHOOL PUNE",3,2929562.68,0
"II FLOOR CHENNAI",6,26571.76,0
"II STAGE  BANGALORE",2,NULL,0
"II STAGE BANGALORE SOUTH BANGALORE",1,71.4,0
"III BLOCK BANGALORE",1,0.42,0
"IIND STAGE BANGALORE",3,3595.41,0
"IIT MUMBAI",10,666729.8600000001,0
ILFORD,18,282486.8716666664,0
ILOL,5,4109.03,0
"IMMACULATE SCHOOL MUMBAI",6,2062256.0999999999,0
"IMPERIA THANE WEST",1,182889.37,0
"IMPERIAL LANE LUDHIANA",8,44.199999999999996,0
"IMPHAEL WEST",4,29657.72,0
IMPHAL,394,64933.27182278445,0
"IMPHAL EAST",76,842371.575394737,0
"IMPHAL WEST",131,37037.28396946567,0
"IMT MANESAR",6,1958.5200000000004,0
"IND AREA HOSUR RD BANGALORE",2,3609.31,0
"IND EST ANDHERI (W) MUMBAI",21,102.20000000000003,0
"IND EST THANE",2,30.05,0
"IND ESTATE JOGESHWARI W MUMBAI",4,169827.63,0
"INDANE GAS DEALER BANGALORE",5,46.55,0
INDIA,5,122.81999999999998,0
"INDIA BANGALORE",23,1617.8317391304347,0
"INDIA OFFICE RANCHI",4,43331.71,0
"INDIA VADODARA",1,33411.15,0
"INDIAN BANK BANGALORE",2,8319.73,0
"INDIAN OIL NGR",1,74.5,0
"INDICOM BUILDING KOLKATA",5,215457.4,0
"INDIRA NAGAR BANGALORE",1,140.41,0
"INDIRA NAGAR THANE",1,1494.94,0
"INDIRANAGAR BANGALORE",39,29201.308205128218,0
"INDIRANAGAR CHENNAI",21,29153.379999999997,0
INDIRAPURAM,68,410526.0323529411,0
"INDIRAPURAM GHZB",2,48200.19,0
"INDL ESTATE ANDHERI WEST MUMBAI",2,8155.66,0
